submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
08/27/2021,NC,1189756,1011454,178302,7977,1286,14813,13033,1780,67,5,08/27/2021 12:00:00 AM,Agree,Agree
04/01/2021,NC,907875,788142,119733,2071,506,12784,11299,1485,9,0,04/01/2021 12:00:00 AM,Agree,Agree
05/07/2020,NC,13545,13545,0,629,0,551,551,0,12,0,05/07/2020 12:00:00 AM,Agree,Agree
01/22/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/19/2021,NC,1343831,1140862,202969,4939,514,16469,14482,1987,60,3,09/19/2021 12:00:00 AM,Agree,Agree
09/09/2021,NC,1277177,1084855,192322,7809,1732,15724,13828,1896,69,13,09/09/2021 12:00:00 AM,Agree,Agree
06/22/2021,NC,1000406,857923,142483,328,113,13606,11995,1611,3,1,06/22/2021 12:00:00 AM,Agree,Agree
10/13/2021,NC,1438018,1218757,219261,3103,661,17853,15695,2158,56,5,10/13/2021 12:00:00 AM,Agree,Agree
12/28/2021,NC,1640599,1380907,259692,7308,1664,19714,17351,2363,30,4,12/28/2021 12:00:00 AM,Agree,Agree
08/08/2020,NC,135802,134483,1319,1756,31,2342,2337,5,40,1,08/08/2020 12:00:00 AM,Agree,Agree
03/02/2021,NC,857373,750807,106566,1642,560,12361,10933,1428,21,0,03/02/2021 12:00:00 AM,Agree,Agree
12/22/2020,NC,494439,454074,40365,5421,1366,7198,6744,454,75,9,12/22/2020 12:00:00 AM,Agree,Agree
10/30/2021,NC,1473870,1247281,226589,1822,326,18452,16234,2218,28,2,10/30/2021 12:00:00 AM,Agree,Agree
09/18/2021,NC,1338892,1136437,202455,5985,1126,16409,14425,1984,70,6,09/18/2021 12:00:00 AM,Agree,Agree
02/16/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/15/2022,NC,2627410,2193504,433906,510,182,24345,21217,3128,15,3,03/15/2022 12:00:00 AM,Agree,Agree
02/10/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/06/2021,NC,1416827,1201247,215580,3581,879,17528,15413,2115,51,6,10/06/2021 12:00:00 AM,Agree,Agree
10/01/2020,NC,212644,206962,5682,2235,203,3853,3808,45,20,0,10/01/2020 12:00:00 AM,Agree,Agree
01/12/2021,NC,644477,581429,63048,5817,1529,9105,8280,825,113,26,01/12/2021 12:00:00 AM,Agree,Agree
03/09/2022,NC,2623702,2190738,432964,951,210,24238,21132,3106,31,4,03/09/2022 12:00:00 AM,Agree,Agree
07/20/2020,NC,101095,100719,376,1319,4,1806,1804,2,20,0,07/20/2020 12:00:00 AM,Agree,Agree
08/22/2021,NC,1155091,982928,172163,5511,473,14522,12774,1748,46,10,08/22/2021 12:00:00 AM,Agree,Agree
08/17/2021,NC,1123171,956158,167013,4831,1169,14287,12575,1712,44,11,08/17/2021 12:00:00 AM,Agree,Agree
11/27/2021,NC,1522228,1285637,236591,1074,183,18992,16717,2275,18,3,11/27/2021 12:00:00 AM,Agree,Agree
12/17/2020,NC,464466,428456,36010,7255,994,6852,6457,395,84,26,12/17/2020 12:00:00 AM,Agree,Agree
07/03/2021,NC,1005177,861256,143921,524,138,13657,12043,1614,5,0,07/03/2021 12:00:00 AM,Agree,Agree
07/31/2020,NC,122759,121851,908,1924,69,2100,2097,3,32,0,07/31/2020 12:00:00 AM,Agree,Agree
04/15/2020,NC,5187,5187,0,171,0,158,158,0,16,0,04/15/2020 12:00:00 AM,Agree,Agree
01/14/2022,NC,2054573,1721776,332797,37794,6651,20574,18077,2497,71,11,01/14/2022 12:00:00 AM,Agree,Agree
12/02/2020,NC,375241,351225,24016,5235,884,5936,5703,233,38,4,12/02/2020 12:00:00 AM,Agree,Agree
07/06/2020,NC,74734,74644,90,1425,2,1540,1540,0,19,0,07/06/2020 12:00:00 AM,Agree,Agree
09/18/2020,NC,194488,190262,4226,1565,104,3499,3466,33,33,2,09/18/2020 12:00:00 AM,Agree,Agree
07/26/2020,NC,113270,112643,627,1790,18,1965,1963,2,23,0,07/26/2020 12:00:00 AM,Agree,Agree
01/01/2022,NC,1718698,1445220,273478,21351,3163,19826,17443,2383,20,1,01/01/2022 12:00:00 AM,Agree,Agree
12/03/2021,NC,1538947,1298544,240403,3791,779,19098,16811,2287,17,2,12/03/2021 12:00:00 AM,Agree,Agree
04/15/2021,NC,932526,806764,125762,2457,531,12928,11425,1503,5,0,04/15/2021 12:00:00 AM,Agree,Agree
09/30/2021,NC,1396095,1184249,211846,5072,817,17181,15104,2077,58,6,09/30/2021 12:00:00 AM,Agree,Agree
11/15/2021,NC,1499490,1267716,231774,1208,127,18766,16520,2246,9,2,11/15/2021 12:00:00 AM,Agree,Agree
05/13/2021,NC,977004,840561,136443,1302,296,13269,11707,1562,8,0,05/13/2021 12:00:00 AM,Agree,Agree
08/02/2021,NC,1052285,898182,154103,2172,278,13886,12241,1645,13,2,08/02/2021 12:00:00 AM,Agree,Agree
05/24/2021,NC,986694,847895,138799,449,91,13410,11826,1584,10,1,05/24/2021 12:00:00 AM,Agree,Agree
05/06/2020,NC,12916,12916,0,440,0,539,539,0,25,0,05/06/2020 12:00:00 AM,Agree,Agree
01/09/2021,NC,624867,564440,60427,9533,1151,8808,8037,771,95,20,01/09/2021 12:00:00 AM,Agree,Agree
12/29/2020,NC,529672,483989,45683,4912,1444,7747,7190,557,102,14,12/29/2020 12:00:00 AM,Agree,Agree
11/11/2020,NC,299954,285444,14510,3129,385,5115,4976,139,30,2,11/11/2020 12:00:00 AM,Agree,Agree
12/02/2021,NC,1535156,1295532,239624,3840,823,19081,16796,2285,19,7,12/02/2021 12:00:00 AM,Agree,Agree
04/12/2021,NC,926027,801965,124062,1263,280,12904,11403,1501,12,0,04/12/2021 12:00:00 AM,Agree,Agree
04/26/2022,NC,2662401,2221022,441379,1592,395,24585,21429,3156,3,1,04/26/2022 12:00:00 AM,Agree,Agree
02/25/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/27/2022,NC,2664778,2222847,441931,2377,552,24591,21435,3156,6,0,04/27/2022 12:00:00 AM,Agree,Agree
05/04/2020,NC,12160,12160,0,239,0,496,496,0,19,0,05/04/2020 12:00:00 AM,Agree,Agree
01/31/2021,NC,760427,678592,81835,4340,440,10968,9773,1195,77,11,01/31/2021 12:00:00 AM,Agree,Agree
10/20/2020,NC,248436,239345,9091,1718,283,4362,4284,78,41,1,10/20/2020 12:00:00 AM,Agree,Agree
08/31/2021,NC,1215567,1033736,181831,6844,1387,15070,13257,1813,61,8,08/31/2021 12:00:00 AM,Agree,Agree
05/07/2021,NC,970170,835323,134847,1534,370,13197,11652,1545,8,0,05/07/2021 12:00:00 AM,Agree,Agree
06/17/2021,NC,998647,856657,141990,425,113,13585,11978,1607,5,1,06/17/2021 12:00:00 AM,Agree,Agree
08/13/2020,NC,142404,140803,1601,1776,100,2493,2488,5,32,0,08/13/2020 12:00:00 AM,Agree,Agree
07/11/2020,NC,83903,83711,192,2234,24,1626,1625,1,24,0,07/11/2020 12:00:00 AM,Agree,Agree
07/18/2021,NC,1016862,869829,147033,950,224,13724,12098,1626,5,2,07/18/2021 12:00:00 AM,Agree,Agree
06/22/2020,NC,53868,53857,11,1101,0,1335,1335,0,20,0,06/22/2020 12:00:00 AM,Agree,Agree
03/01/2022,NC,2615513,2184589,430924,1212,339,23999,20922,3077,20,2,03/01/2022 12:00:00 AM,Agree,Agree
06/07/2021,NC,994562,853691,140871,275,64,13528,11931,1597,11,0,06/07/2021 12:00:00 AM,Agree,Agree
04/26/2020,NC,8924,8924,0,296,0,360,360,0,21,0,05/18/2022 01:20:45 PM,Agree,Agree
12/19/2020,NC,478622,440494,38128,6419,1072,6994,6570,424,74,11,12/19/2020 12:00:00 AM,Agree,Agree
10/30/2020,NC,271563,259971,11592,2749,460,4699,4593,106,41,3,10/30/2020 12:00:00 AM,Agree,Agree
06/01/2020,NC,29461,29460,1,779,0,1008,1008,0,21,0,06/01/2020 12:00:00 AM,Agree,Agree
11/16/2020,NC,315402,299333,16069,2221,132,5303,5147,156,36,2,11/16/2020 12:00:00 AM,Agree,Agree
11/23/2020,NC,340370,321366,19004,2411,204,5585,5399,186,49,5,11/23/2020 12:00:00 AM,Agree,Agree
02/11/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/19/2022,NC,2717791,2265378,452413,0,0,24631,21468,3163,0,0,05/20/2022 01:21:56 PM,Agree,Agree
02/07/2022,NC,2534308,2122876,411432,4611,548,22722,19846,2876,84,15,02/07/2022 12:00:00 AM,Agree,Agree
05/13/2022,NC,2705748,2255500,450248,3870,733,24626,21465,3161,2,1,05/13/2022 12:00:00 AM,Agree,Agree
09/16/2020,NC,191257,187245,4012,1387,126,3429,3400,29,23,0,09/16/2020 12:00:00 AM,Agree,Agree
12/13/2020,NC,441505,409252,32253,5432,522,6562,6228,334,80,10,12/13/2020 12:00:00 AM,Agree,Agree
05/04/2021,NC,965192,831572,133620,1270,377,13158,11618,1540,16,4,05/04/2021 12:00:00 AM,Agree,Agree
04/04/2021,NC,912689,791835,120854,1226,309,12820,11331,1489,15,2,04/04/2021 12:00:00 AM,Agree,Agree
08/20/2021,NC,1142992,972360,170632,6706,1148,14418,12686,1732,38,9,08/20/2021 12:00:00 AM,Agree,Agree
12/01/2021,NC,1531316,1292515,238801,3503,852,19062,16784,2278,15,1,12/01/2021 12:00:00 AM,Agree,Agree
06/02/2021,NC,992098,851887,140211,423,102,13488,11895,1593,9,2,06/02/2021 12:00:00 AM,Agree,Agree
02/24/2022,NC,2607500,2178398,429102,2542,567,23835,20778,3057,43,5,02/24/2022 12:00:00 AM,Agree,Agree
09/29/2020,NC,209008,203693,5315,1354,208,3801,3758,43,32,1,09/29/2020 12:00:00 AM,Agree,Agree
12/24/2021,NC,1617272,1361051,256221,7305,1197,19600,17257,2343,27,4,12/24/2021 12:00:00 AM,Agree,Agree
09/06/2021,NC,1260095,1071528,188567,5214,388,15518,13653,1865,65,2,09/06/2021 12:00:00 AM,Agree,Agree
04/29/2022,NC,2669236,2226387,442849,2411,394,24595,21439,3156,3,0,04/29/2022 12:00:00 AM,Agree,Agree
05/30/2020,NC,27777,27776,1,1059,0,968,968,0,20,0,05/30/2020 12:00:00 AM,Agree,Agree
07/11/2021,NC,1009842,864671,145171,685,169,13690,12071,1619,4,1,07/11/2021 12:00:00 AM,Agree,Agree
04/24/2021,NC,949970,820004,129966,2427,761,13039,11521,1518,11,0,04/24/2021 12:00:00 AM,Agree,Agree
01/30/2022,NC,2455865,2060149,395716,11767,1347,22018,19275,2743,92,20,01/30/2022 12:00:00 AM,Agree,Agree
05/11/2022,NC,2697902,2249160,448742,3701,705,24620,21460,3160,3,1,05/11/2022 12:00:00 AM,Agree,Agree
04/11/2022,NC,2642799,2205382,437417,512,78,24551,21403,3148,2,0,04/11/2022 12:00:00 AM,Agree,Agree
06/14/2020,NC,44152,44144,8,1344,2,1217,1217,0,21,0,06/14/2020 12:00:00 AM,Agree,Agree
10/03/2020,NC,216646,210601,6045,2006,185,3890,3844,46,19,1,10/03/2020 12:00:00 AM,Agree,Agree
08/30/2020,NC,169220,166444,2776,1662,24,2956,2945,11,39,0,08/30/2020 12:00:00 AM,Agree,Agree
12/06/2020,NC,399095,372332,26763,5525,321,6122,5863,259,50,6,12/06/2020 12:00:00 AM,Agree,Agree
02/17/2022,NC,2588891,2164242,424649,4817,1142,23469,20463,3006,62,10,02/17/2022 12:00:00 AM,Agree,Agree
03/14/2021,NC,877944,766011,111933,1331,254,12564,11108,1456,14,1,03/14/2021 12:00:00 AM,Agree,Agree
11/02/2021,NC,1477611,1250301,227310,1460,409,18527,16307,2220,25,1,11/02/2021 12:00:00 AM,Agree,Agree
09/16/2021,NC,1325699,1125439,200260,7897,1231,16259,14295,1964,73,13,09/16/2021 12:00:00 AM,Agree,Agree
12/18/2020,NC,472203,435147,37056,7737,1046,6920,6507,413,68,18,12/18/2020 12:00:00 AM,Agree,Agree
02/04/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/29/2021,NC,750259,669791,80468,5153,802,10801,9629,1172,84,14,01/29/2021 12:00:00 AM,Agree,Agree
04/10/2021,NC,923185,799759,123426,2108,493,12878,11380,1498,13,2,04/10/2021 12:00:00 AM,Agree,Agree
07/30/2020,NC,120835,119996,839,2361,65,2068,2065,3,25,0,07/30/2020 12:00:00 AM,Agree,Agree
03/29/2021,NC,902353,784154,118199,1017,284,12748,11267,1481,10,5,03/29/2021 12:00:00 AM,Agree,Agree
06/26/2021,NC,1002189,859108,143081,435,121,13631,12018,1613,9,1,06/26/2021 12:00:00 AM,Agree,Agree
01/15/2022,NC,2092763,1753963,338800,38190,6003,20662,18152,2510,88,13,01/15/2022 12:00:00 AM,Agree,Agree
08/29/2020,NC,167558,164806,2752,1553,75,2917,2906,11,28,1,08/29/2020 12:00:00 AM,Agree,Agree
07/06/2021,NC,1006222,862071,144151,288,42,13664,12049,1615,2,0,07/06/2021 12:00:00 AM,Agree,Agree
12/04/2021,NC,1542201,1301118,241083,3254,680,19119,16828,2291,21,4,12/04/2021 12:00:00 AM,Agree,Agree
12/29/2021,NC,1655659,1392948,262711,15060,3019,19747,17379,2368,33,5,12/29/2021 12:00:00 AM,Agree,Agree
08/24/2020,NC,158969,156709,2260,1215,15,2789,2780,9,28,1,08/24/2020 12:00:00 AM,Agree,Agree
02/27/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/18/2021,NC,830856,730653,100203,3303,752,12009,10638,1371,42,7,02/18/2021 12:00:00 AM,Agree,Agree
12/07/2021,NC,1549446,1306922,242524,2693,784,19183,16885,2298,22,1,12/07/2021 12:00:00 AM,Agree,Agree
05/21/2021,NC,984551,846338,138213,978,227,13383,11802,1581,15,2,05/21/2021 12:00:00 AM,Agree,Agree
04/27/2021,NC,953904,823006,130898,1428,438,13073,11548,1525,10,1,04/27/2021 12:00:00 AM,Agree,Agree
08/02/2020,NC,126113,125111,1002,1390,25,2171,2168,3,41,0,08/02/2020 12:00:00 AM,Agree,Agree
05/17/2020,NC,18741,18741,0,480,0,705,705,0,11,0,05/17/2020 12:00:00 AM,Agree,Agree
02/28/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/25/2020,NC,513755,470629,43126,5455,446,7419,6913,506,77,14,12/25/2020 12:00:00 AM,Agree,Agree
05/16/2021,NC,980043,842955,137088,811,163,13310,11742,1568,14,1,05/16/2021 12:00:00 AM,Agree,Agree
12/07/2020,NC,403344,376298,27046,4249,283,6173,5903,270,51,11,12/07/2020 12:00:00 AM,Agree,Agree
01/23/2021,NC,719516,644282,75234,6668,1020,10261,9203,1058,93,20,01/23/2021 12:00:00 AM,Agree,Agree
11/14/2020,NC,310407,294638,15769,3382,443,5233,5081,152,40,3,11/14/2020 12:00:00 AM,Agree,Agree
03/12/2022,NC,2626177,2192583,433594,715,166,24306,21185,3121,14,5,03/12/2022 12:00:00 AM,Agree,Agree
05/25/2021,NC,987407,848382,139025,713,226,13418,11832,1586,8,2,05/25/2021 12:00:00 AM,Agree,Agree
12/24/2020,NC,508300,465620,42680,6968,1021,7342,6850,492,65,18,12/24/2020 12:00:00 AM,Agree,Agree
01/09/2022,NC,1900818,1596110,304708,22172,2690,20251,17794,2457,66,14,01/09/2022 12:00:00 AM,Agree,Agree
04/20/2020,NC,6813,6813,0,292,0,255,255,0,15,0,04/20/2020 12:00:00 AM,Agree,Agree
02/09/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/28/2022,NC,2666825,2224370,442455,2047,524,24592,21436,3156,1,0,04/28/2022 12:00:00 AM,Agree,Agree
03/11/2021,NC,873082,762423,110659,1908,484,12526,11073,1453,18,1,03/11/2021 12:00:00 AM,Agree,Agree
09/12/2020,NC,186688,182993,3695,1489,79,3321,3298,23,28,1,09/12/2020 12:00:00 AM,Agree,Agree
09/21/2021,NC,1353164,1148661,204503,5615,1238,16596,14597,1999,60,4,09/21/2021 12:00:00 AM,Agree,Agree
07/31/2021,NC,1047127,893723,153404,3636,733,13855,12215,1640,14,1,07/31/2021 12:00:00 AM,Agree,Agree
12/17/2021,NC,1583538,1333601,249937,4053,898,19412,17087,2325,26,2,12/17/2021 12:00:00 AM,Agree,Agree
10/28/2021,NC,1470046,1244188,225858,2203,431,18398,16185,2213,25,5,10/28/2021 12:00:00 AM,Agree,Agree
01/23/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/21/2020,NC,154479,152360,2119,1996,80,2705,2698,7,16,0,08/21/2020 12:00:00 AM,Agree,Agree
05/20/2021,NC,983573,845587,137986,1068,257,13368,11789,1579,18,3,05/20/2021 12:00:00 AM,Agree,Agree
03/27/2021,NC,899842,782266,117576,1903,469,12725,11250,1475,12,2,03/27/2021 12:00:00 AM,Agree,Agree
12/31/2020,NC,548028,498974,49054,10320,1569,7924,7332,592,94,19,12/31/2020 12:00:00 AM,Agree,Agree
12/31/2021,NC,1697347,1427032,270315,21815,4083,19806,17424,2382,36,8,12/31/2021 12:00:00 AM,Agree,Agree
04/07/2022,NC,2639897,2203013,436884,803,158,24537,21390,3147,3,0,04/07/2022 12:00:00 AM,Agree,Agree
04/02/2021,NC,909731,789545,120186,1856,453,12795,11308,1487,11,2,04/02/2021 12:00:00 AM,Agree,Agree
01/27/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/12/2022,NC,2701878,2252363,449515,3976,773,24624,21464,3160,4,0,05/12/2022 12:00:00 AM,Agree,Agree
04/03/2021,NC,911463,790918,120545,1732,359,12805,11318,1487,10,0,04/03/2021 12:00:00 AM,Agree,Agree
07/04/2021,NC,1005630,861589,144041,453,120,13659,12045,1614,2,0,07/04/2021 12:00:00 AM,Agree,Agree
07/19/2021,NC,1017647,870481,147166,785,133,13726,12100,1626,2,0,07/19/2021 12:00:00 AM,Agree,Agree
03/23/2022,NC,2631583,2196710,434873,717,204,24460,21320,3140,10,2,03/23/2022 12:00:00 AM,Agree,Agree
09/27/2020,NC,206855,201784,5071,1255,32,3739,3697,42,26,2,09/27/2020 12:00:00 AM,Agree,Agree
03/24/2021,NC,893886,777695,116191,1899,515,12695,11224,1471,14,1,03/24/2021 12:00:00 AM,Agree,Agree
11/23/2021,NC,1515040,1279891,235149,1751,473,18920,16657,2263,18,0,11/23/2021 12:00:00 AM,Agree,Agree
01/14/2021,NC,660104,594395,65709,7955,1218,9306,8442,864,95,15,01/14/2021 12:00:00 AM,Agree,Agree
09/29/2021,NC,1391023,1179994,211029,4443,1029,17123,15052,2071,70,15,09/29/2021 12:00:00 AM,Agree,Agree
04/12/2020,NC,4532,4532,0,305,0,107,107,0,9,0,04/12/2020 12:00:00 AM,Agree,Agree
03/18/2020,NC,62,62,0,23,0,1,1,0,0,0,03/18/2020 12:00:00 AM,Agree,Agree
01/24/2022,NC,2336316,1963519,372797,11560,1381,21398,18774,2624,101,18,01/24/2022 12:00:00 AM,Agree,Agree
08/23/2021,NC,1159646,987118,172528,4555,365,14580,12822,1758,58,10,08/23/2021 12:00:00 AM,Agree,Agree
08/19/2021,NC,1136286,966802,169484,7008,1236,14380,12657,1723,37,4,08/19/2021 12:00:00 AM,Agree,Agree
01/24/2021,NC,724798,648963,75835,5282,601,10351,9271,1080,90,22,01/24/2021 12:00:00 AM,Agree,Agree
02/06/2021,NC,792962,700585,92377,4493,827,11391,10122,1269,56,8,02/06/2021 12:00:00 AM,Agree,Agree
04/02/2020,NC,1853,1853,0,275,0,25,25,0,9,0,04/02/2020 12:00:00 AM,Agree,Agree
09/26/2021,NC,1379880,1171086,208794,4236,400,16929,14883,2046,69,6,09/26/2021 12:00:00 AM,Agree,Agree
07/21/2021,NC,1020778,872771,148007,1746,470,13740,12114,1626,6,0,07/21/2021 12:00:00 AM,Agree,Agree
11/15/2020,NC,313181,297244,15937,2774,168,5267,5113,154,34,2,11/15/2020 12:00:00 AM,Agree,Agree
05/14/2021,NC,978151,841459,136692,1147,249,13285,11719,1566,16,4,05/14/2021 12:00:00 AM,Agree,Agree
04/02/2022,NC,2637283,2200979,436304,568,138,24525,21378,3147,2,0,04/02/2022 12:00:00 AM,Agree,Agree
05/08/2022,NC,2690118,2242955,447163,2388,359,24614,21455,3159,1,0,05/08/2022 12:00:00 AM,Agree,Agree
03/07/2021,NC,866897,758079,108818,1313,265,12457,11014,1443,21,5,03/07/2021 12:00:00 AM,Agree,Agree
03/06/2020,NC,1,1,0,0,0,0,0,0,0,0,03/06/2020 12:00:00 AM,Agree,Agree
07/08/2021,NC,1007693,863074,144619,794,263,13676,12060,1616,4,1,07/08/2021 12:00:00 AM,Agree,Agree
04/20/2022,NC,2653083,2213533,439550,1527,351,24572,21419,3153,1,1,04/20/2022 12:00:00 AM,Agree,Agree
08/19/2020,NC,150421,148455,1966,1358,79,2663,2656,7,40,0,08/19/2020 12:00:00 AM,Agree,Agree
07/16/2021,NC,1014677,868196,146481,1221,312,13712,12090,1622,6,1,07/16/2021 12:00:00 AM,Agree,Agree
08/03/2021,NC,1055576,900744,154832,3291,729,13901,12254,1647,15,2,08/03/2021 12:00:00 AM,Agree,Agree
08/24/2021,NC,1165570,991591,173979,5924,1451,14644,12883,1761,64,3,08/24/2021 12:00:00 AM,Agree,Agree
04/07/2021,NC,916655,794817,121838,1847,527,12841,11348,1493,3,0,04/07/2021 12:00:00 AM,Agree,Agree
12/26/2021,NC,1629032,1371368,257664,4873,440,19657,17303,2354,28,6,12/26/2021 12:00:00 AM,Agree,Agree
03/07/2020,NC,2,2,0,1,0,0,0,0,0,0,03/07/2020 12:00:00 AM,Agree,Agree
10/28/2020,NC,266001,255119,10882,2331,279,4608,4509,99,28,0,10/28/2020 12:00:00 AM,Agree,Agree
05/02/2020,NC,11582,11582,0,466,0,464,464,0,17,0,05/02/2020 12:00:00 AM,Agree,Agree
09/08/2020,NC,181168,177851,3317,824,22,3212,3194,18,32,1,09/08/2020 12:00:00 AM,Agree,Agree
01/11/2022,NC,1945085,1632490,312595,26482,6073,20374,17909,2465,68,6,01/11/2022 12:00:00 AM,Agree,Agree
05/03/2021,NC,963922,830679,133243,921,207,13142,11606,1536,12,2,05/03/2021 12:00:00 AM,Agree,Agree
12/14/2020,NC,445673,413029,32644,4168,391,6619,6278,341,57,7,12/14/2020 12:00:00 AM,Agree,Agree
02/05/2021,NC,788469,696919,91550,4487,863,11335,10074,1261,69,7,02/05/2021 12:00:00 AM,Agree,Agree
01/03/2022,NC,1743257,1466796,276461,12764,1222,19909,17513,2396,49,8,01/03/2022 12:00:00 AM,Agree,Agree
06/24/2020,NC,56172,56157,15,1287,3,1362,1362,0,18,0,06/24/2020 12:00:00 AM,Agree,Agree
03/30/2021,NC,903913,785246,118667,1560,468,12757,11275,1482,9,1,03/30/2021 12:00:00 AM,Agree,Agree
02/23/2021,NC,842689,739438,103251,2471,799,12172,10771,1401,27,8,02/23/2021 12:00:00 AM,Agree,Agree
08/14/2020,NC,144001,142323,1678,1597,77,2517,2512,5,24,0,08/14/2020 12:00:00 AM,Agree,Agree
03/08/2021,NC,867877,758821,109056,980,238,12470,11026,1444,13,1,03/08/2021 12:00:00 AM,Agree,Agree
05/16/2020,NC,18261,18261,0,736,0,694,694,0,8,0,05/16/2020 12:00:00 AM,Agree,Agree
06/25/2020,NC,57527,57511,16,1355,1,1374,1374,0,12,0,06/25/2020 12:00:00 AM,Agree,Agree
09/07/2020,NC,180344,177049,3295,817,17,3180,3163,17,27,1,09/07/2020 12:00:00 AM,Agree,Agree
04/26/2021,NC,952476,822016,130460,1034,223,13063,11539,1524,10,2,04/26/2021 12:00:00 AM,Agree,Agree
11/07/2021,NC,1486381,1257185,229196,1358,181,18639,16406,2233,19,1,11/07/2021 12:00:00 AM,Agree,Agree
05/07/2022,NC,2687730,2240926,446804,2784,603,24613,21454,3159,0,0,05/07/2022 12:00:00 AM,Agree,Agree
02/23/2022,NC,2604958,2176423,428535,2792,754,23792,20740,3052,42,3,02/23/2022 12:00:00 AM,Agree,Agree
10/21/2021,NC,1457017,1233898,223119,2445,520,18182,15988,2194,34,4,10/21/2021 12:00:00 AM,Agree,Agree
11/13/2021,NC,1496535,1265114,231421,1601,374,18747,16503,2244,18,6,11/13/2021 12:00:00 AM,Agree,Agree
03/21/2020,NC,208,208,0,56,0,1,1,0,0,0,03/21/2020 12:00:00 AM,Agree,Agree
09/03/2020,NC,174998,171905,3093,1973,90,3075,3061,14,36,2,09/03/2020 12:00:00 AM,Agree,Agree
10/03/2021,NC,1408143,1194434,213709,2950,346,17357,15265,2092,68,5,10/03/2021 12:00:00 AM,Agree,Agree
07/02/2020,NC,68416,68348,68,1581,20,1480,1480,0,11,0,07/02/2020 12:00:00 AM,Agree,Agree
03/25/2020,NC,543,543,0,121,0,3,3,0,1,0,03/25/2020 12:00:00 AM,Agree,Agree
10/24/2020,NC,258085,247896,10189,2415,262,4480,4394,86,22,1,10/24/2020 12:00:00 AM,Agree,Agree
08/01/2021,NC,1050113,896288,153825,2986,421,13873,12230,1643,18,3,08/01/2021 12:00:00 AM,Agree,Agree
07/29/2021,NC,1039925,887962,151963,3594,704,13831,12193,1638,17,2,07/29/2021 12:00:00 AM,Agree,Agree
11/17/2020,NC,319083,302470,16613,3681,544,5340,5180,160,37,4,11/17/2020 12:00:00 AM,Agree,Agree
10/23/2021,NC,1461199,1237168,224031,1930,425,18247,16049,2198,36,3,10/23/2021 12:00:00 AM,Agree,Agree
12/03/2020,NC,381326,356488,24838,6085,822,5979,5739,240,43,7,12/03/2020 12:00:00 AM,Agree,Agree
07/28/2021,NC,1036331,885072,151259,3230,759,13814,12178,1636,10,2,07/28/2021 12:00:00 AM,Agree,Agree
04/16/2020,NC,5481,5481,0,294,0,181,181,0,23,0,04/16/2020 12:00:00 AM,Agree,Agree
05/06/2021,NC,968636,834159,134477,1732,407,13189,11644,1545,14,2,05/06/2021 12:00:00 AM,Agree,Agree
03/06/2022,NC,2621597,2189159,432438,671,113,24148,21052,3096,31,5,03/06/2022 12:00:00 AM,Agree,Agree
01/11/2021,NC,638660,577141,61519,5788,463,8992,8193,799,91,18,01/11/2021 12:00:00 AM,Agree,Agree
02/01/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/06/2020,NC,34692,34687,5,1319,1,1096,1096,0,21,0,06/06/2020 12:00:00 AM,Agree,Agree
03/29/2022,NC,2634820,2199078,435742,545,173,24504,21359,3145,7,3,03/29/2022 12:00:00 AM,Agree,Agree
07/17/2021,NC,1015912,869103,146809,1235,328,13719,12095,1624,7,2,07/17/2021 12:00:00 AM,Agree,Agree
08/06/2021,NC,1069472,911856,157616,4752,1016,13965,12306,1659,28,7,08/06/2021 12:00:00 AM,Agree,Agree
03/24/2022,NC,2632212,2197178,435034,629,161,24467,21327,3140,7,0,03/24/2022 12:00:00 AM,Agree,Agree
02/05/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/18/2021,NC,981347,843916,137431,796,225,13337,11762,1575,9,1,05/18/2021 12:00:00 AM,Agree,Agree
03/23/2021,NC,891987,776311,115676,1518,594,12681,11211,1470,9,2,03/23/2021 12:00:00 AM,Agree,Agree
01/06/2022,NC,1814273,1522887,291386,29239,5472,20061,17638,2423,61,11,01/06/2022 12:00:00 AM,Agree,Agree
07/04/2020,NC,71907,71826,81,1443,3,1504,1504,0,12,0,07/04/2020 12:00:00 AM,Agree,Agree
